Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,United Arab Emirates,Total,-55.0,-26.0,-53.0,-69.0,-45.0,26.0
2020-03-29,Afghanistan,Total,-38.0,-21.0,-13.0,-34.0,-33.0,10.0
2020-03-29,Antigua and Barbuda,Total,-46.0,-21.0,-30.0,-67.0,-48.0,
2020-03-29,Angola,Total,-61.0,-40.0,-39.0,-57.0,-11.0,22.0
2020-03-29,Argentina,Total,-86.0,-61.0,-89.0,-80.0,-57.0,27.0
2020-03-29,Argentina,Buenos Aires,-90.0,-48.0,-91.0,-82.0,-69.0,31.0
2020-03-29,Argentina,Buenos Aires Province,-88.0,-60.0,-91.0,-79.0,-60.0,26.0
2020-03-29,Argentina,Catamarca Province,-71.0,-46.0,-78.0,-81.0,-35.0,29.0
2020-03-29,Argentina,Chaco Province,-79.0,-63.0,-83.0,-92.0,-48.0,24.0
2020-03-29,Argentina,Chubut Province,-92.0,-91.0,-94.0,-93.0,-62.0,28.0
2020-03-29,Argentina,Cordoba,-88.0,-66.0,-90.0,-91.0,-57.0,30.0
2020-03-29,Argentina,Corrientes,-80.0,-63.0,-88.0,-89.0,-47.0,25.0
2020-03-29,Argentina,Entre Rios,-87.0,-65.0,-93.0,-90.0,-54.0,29.0
2020-03-29,Argentina,Formosa Province,-76.0,-53.0,-82.0,-71.0,-37.0,21.0
2020-03-29,Argentina,Jujuy,-80.0,-55.0,-83.0,-92.0,-44.0,27.0
2020-03-29,Argentina,La Pampa,-88.0,-72.0,-88.0,-87.0,-56.0,28.0
2020-03-29,Argentina,La Rioja Province,-70.0,-46.0,-84.0,-86.0,-40.0,26.0
2020-03-29,Argentina,Mendoza Province,-81.0,-56.0,-84.0,-72.0,-49.0,29.0
2020-03-29,Argentina,Misiones Province,-83.0,-66.0,-85.0,-92.0,-51.0,27.0
2020-03-29,Argentina,Neuquen,-96.0,-95.0,-95.0,-92.0,-72.0,33.0
2020-03-29,Argentina,Río Negro,-90.0,-72.0,-92.0,-96.0,-55.0,29.0
2020-03-29,Argentina,Salta Province,-82.0,-55.0,-84.0,-76.0,-47.0,26.0
2020-03-29,Argentina,San Juan Province,-76.0,-50.0,-80.0,-87.0,-46.0,28.0
2020-03-29,Argentina,San Luis Province,-85.0,-60.0,-89.0,-91.0,-56.0,29.0
2020-03-29,Argentina,Santa Cruz Province,-83.0,-62.0,-88.0,-91.0,-56.0,24.0
2020-03-29,Argentina,Santa Fe Province,-87.0,-63.0,-89.0,-77.0,-57.0,29.0
2020-03-29,Argentina,Santiago del Estero Province,-75.0,-49.0,-75.0,-90.0,-46.0,25.0
2020-03-29,Argentina,Tierra del Fuego Province,-87.0,-63.0,-89.0,-92.0,-59.0,24.0
2020-03-29,Argentina,Tucumán,-81.0,-53.0,-78.0,-90.0,-51.0,28.0
2020-03-29,Austria,Total,-87.0,-64.0,-43.0,-71.0,-51.0,14.0
2020-03-29,Austria,Burgenland,-83.0,-36.0,19.0,-43.0,-49.0,16.0
2020-03-29,Austria,Carinthia,-85.0,-62.0,-45.0,-59.0,-48.0,13.0
2020-03-29,Austria,Lower Austria,-82.0,-36.0,8.0,-74.0,-45.0,13.0
2020-03-29,Austria,Salzburg,-93.0,-86.0,-73.0,-81.0,-59.0,15.0
2020-03-29,Austria,Styria,-86.0,-61.0,-42.0,-71.0,-47.0,13.0
2020-03-29,Austria,Tyrol,-95.0,-86.0,-82.0,-85.0,-65.0,16.0
2020-03-29,Austria,Upper Austria,-86.0,-44.0,-19.0,-67.0,-47.0,13.0
2020-03-29,Austria,Vienna,-85.0,-52.0,-44.0,-71.0,-52.0,15.0
2020-03-29,Austria,Vorarlberg,-90.0,-70.0,-68.0,-79.0,-54.0,14.0
2020-03-29,Australia,Total,-45.0,-19.0,-35.0,-58.0,-33.0,13.0
2020-03-29,Australia,Australian Capital Territory,-40.0,-3.0,38.0,-52.0,-31.0,11.0
2020-03-29,Australia,New South Wales,-44.0,-13.0,-27.0,-57.0,-35.0,14.0
2020-03-29,Australia,Northern Territory,-35.0,-13.0,-20.0,-55.0,-23.0,12.0
2020-03-29,Australia,Queensland,-40.0,-19.0,-33.0,-57.0,-30.0,12.0
2020-03-29,Australia,South Australia,-43.0,-15.0,-33.0,-55.0,-28.0,12.0
2020-03-29,Australia,Tasmania,-50.0,-30.0,-70.0,-62.0,-28.0,13.0
2020-03-29,Australia,Victoria,-51.0,-26.0,-55.0,-68.0,-37.0,16.0
2020-03-29,Australia,Western Australia,-40.0,-16.0,-37.0,-55.0,-26.0,13.0
2020-03-29,Aruba,Total,-88.0,-66.0,-80.0,-88.0,-72.0,20.0
2020-03-29,Bosnia and Herzegovina,Total,-76.0,-50.0,-22.0,-59.0,-50.0,13.0
2020-03-29,Barbados,Total,-70.0,-47.0,-60.0,-77.0,-52.0,15.0
2020-03-29,Barbados,Christ Church,-81.0,-57.0,,-83.0,-51.0,17.0
2020-03-29,Barbados,Saint George,-35.0,,-53.0,,-29.0,
2020-03-29,Barbados,Saint James,-76.0,-50.0,,,-56.0,
2020-03-29,Barbados,Saint John,,,,,-36.0,
2020-03-29,Barbados,Saint Michael,-70.0,-48.0,-70.0,-73.0,-55.0,14.0
2020-03-29,Barbados,Saint Peter,-74.0,-18.0,,,-31.0,
2020-03-29,Barbados,Saint Philip,-72.0,-49.0,,,-49.0,
2020-03-29,Barbados,Saint Thomas,-13.0,,,,-29.0,
2020-03-29,Bangladesh,Total,-68.0,-46.0,-26.0,-66.0,-60.0,24.0
2020-03-29,Belgium,Total,-84.0,-53.0,-66.0,-76.0,-52.0,17.0
2020-03-29,Belgium,Brussels,-89.0,-65.0,-64.0,-82.0,-62.0,19.0
2020-03-29,Belgium,Flanders,-82.0,-46.0,-65.0,-74.0,-50.0,17.0
2020-03-29,Belgium,Wallonia,-84.0,-62.0,-72.0,-77.0,-52.0,16.0
2020-03-29,Burkina Faso,Total,-34.0,-25.0,-22.0,-53.0,-3.0,15.0
2020-03-29,Bulgaria,Total,-66.0,-36.0,-32.0,-58.0,-29.0,11.0
2020-03-29,Bulgaria,Blagoevgrad Province,-74.0,-47.0,-32.0,-55.0,-43.0,10.0
2020-03-29,Bulgaria,Burgas,-65.0,-38.0,-40.0,-51.0,-35.0,11.0
2020-03-29,Bulgaria,Dobrich Province,-61.0,-33.0,-38.0,,-19.0,18.0
2020-03-29,Bulgaria,Gabrovo,-61.0,-34.0,-16.0,,-17.0,17.0
2020-03-29,Bulgaria,Haskovo Province,-66.0,-43.0,-14.0,-67.0,-27.0,13.0
2020-03-29,Bulgaria,Jambol,-58.0,-44.0,-42.0,,-20.0,14.0
2020-03-29,Bulgaria,Kardzhali Province,-71.0,-48.0,-27.0,-76.0,-39.0,12.0
2020-03-29,Bulgaria,Kyustendil Province,-57.0,-39.0,-35.0,-46.0,-24.0,19.0
2020-03-29,Bulgaria,Lovec,-64.0,-32.0,-16.0,,-21.0,18.0
2020-03-29,Bulgaria,Montana Province,-41.0,-37.0,-18.0,-58.0,-13.0,11.0
2020-03-29,Bulgaria,Pazardzhik,-68.0,-38.0,-29.0,-69.0,-32.0,13.0
2020-03-29,Bulgaria,Pernik,-58.0,-31.0,-37.0,,-21.0,21.0
2020-03-29,Bulgaria,Pleven Province,-64.0,-37.0,-16.0,,-22.0,14.0
2020-03-29,Bulgaria,Plovdiv Province,-68.0,-38.0,-33.0,-54.0,-29.0,12.0
2020-03-29,Bulgaria,Razgrad,-48.0,-66.0,,,-10.0,11.0
2020-03-29,Bulgaria,Ruse,-58.0,-36.0,-14.0,-43.0,-25.0,11.0
2020-03-29,Bulgaria,Shumen Province,-63.0,-29.0,-26.0,-70.0,-20.0,20.0
2020-03-29,Bulgaria,Silistra,-37.0,-23.0,,,-12.0,-3.0
2020-03-29,Bulgaria,Sliven Province,-61.0,-36.0,-40.0,-51.0,-25.0,19.0
2020-03-29,Bulgaria,Smoljan,-66.0,-59.0,-42.0,,-41.0,2.0
2020-03-29,Bulgaria,Sofia City Province,-70.0,-35.0,-42.0,-62.0,-34.0,15.0
2020-03-29,Bulgaria,Sofia Province,-60.0,-35.0,-28.0,,-31.0,14.0
2020-03-29,Bulgaria,Stara Zagora,-63.0,-38.0,-27.0,-10.0,-29.0,10.0
2020-03-29,Bulgaria,Targovishte Province,-63.0,-31.0,,,-19.0,2.0
2020-03-29,Bulgaria,Varna,-72.0,-36.0,-54.0,-76.0,-34.0,12.0
2020-03-29,Bulgaria,Veliko Tarnovo Province,-68.0,-37.0,-24.0,-56.0,-28.0,13.0
2020-03-29,Bulgaria,Vidin,-59.0,-29.0,,,-25.0,
2020-03-29,Bulgaria,Vraca,-53.0,-31.0,-3.0,-49.0,-18.0,21.0
2020-03-29,Bahrain,Total,-45.0,-22.0,-40.0,-38.0,-25.0,16.0
2020-03-29,Benin,Total,-16.0,0.0,10.0,-14.0,2.0,5.0
2020-03-29,Bolivia,Total,-93.0,-94.0,-89.0,-92.0,-72.0,35.0
2020-03-29,Brazil,Total,-71.0,-35.0,-70.0,-62.0,-34.0,17.0
2020-03-29,Brazil,Federal District,-68.0,-28.0,-63.0,-56.0,-36.0,20.0
2020-03-29,Brazil,State of Acre,-68.0,-20.0,-56.0,-75.0,-22.0,11.0
2020-03-29,Brazil,State of Alagoas,-77.0,-43.0,-79.0,-76.0,-35.0,17.0
2020-03-29,Brazil,State of Amapá,-71.0,-27.0,-51.0,-73.0,-28.0,11.0
2020-03-29,Brazil,State of Amazonas,-64.0,-28.0,-62.0,-46.0,-26.0,13.0
2020-03-29,Brazil,State of Bahia,-73.0,-42.0,-71.0,-73.0,-33.0,17.0
2020-03-29,Brazil,State of Ceará,-76.0,-34.0,-71.0,-68.0,-33.0,16.0
2020-03-29,Brazil,State of Espírito Santo,-68.0,-35.0,-69.0,-69.0,-31.0,16.0
2020-03-29,Brazil,State of Goiás,-67.0,-27.0,-44.0,-50.0,-28.0,15.0
2020-03-29,Brazil,State of Maranhão,-63.0,-27.0,-48.0,-66.0,-20.0,11.0
2020-03-29,Brazil,State of Mato Grosso,-63.0,-30.0,-44.0,-59.0,-22.0,11.0
2020-03-29,Brazil,State of Mato Grosso do Sul,-68.0,-33.0,-56.0,-68.0,-26.0,14.0
2020-03-29,Brazil,State of Minas Gerais,-66.0,-29.0,-46.0,-57.0,-30.0,15.0
2020-03-29,Brazil,State of Paraná,-75.0,-42.0,-70.0,-64.0,-34.0,17.0
2020-03-29,Brazil,State of Paraíba,-76.0,-36.0,-73.0,-64.0,-33.0,17.0
2020-03-29,Brazil,State of Pará,-61.0,-25.0,-53.0,-64.0,-19.0,12.0
2020-03-29,Brazil,State of Pernambuco,-74.0,-35.0,-72.0,-59.0,-35.0,17.0
2020-03-29,Brazil,State of Piauí,-71.0,-39.0,-49.0,-76.0,-27.0,18.0
2020-03-29,Brazil,State of Rio Grande do Norte,-74.0,-36.0,-74.0,-66.0,-33.0,19.0
2020-03-29,Brazil,State of Rio Grande do Sul,-75.0,-39.0,-73.0,-67.0,-36.0,20.0
2020-03-29,Brazil,State of Rio de Janeiro,-72.0,-32.0,-74.0,-61.0,-37.0,17.0
2020-03-29,Brazil,State of Rondônia,-63.0,-27.0,-42.0,-71.0,-23.0,12.0
2020-03-29,Brazil,State of Roraima,-68.0,-25.0,-51.0,-72.0,-24.0,12.0
2020-03-29,Brazil,State of Santa Catarina,-80.0,-49.0,-84.0,-76.0,-40.0,20.0
2020-03-29,Brazil,State of Sergipe,-78.0,-46.0,-77.0,-83.0,-36.0,18.0
2020-03-29,Brazil,State of São Paulo,-72.0,-36.0,-71.0,-62.0,-37.0,17.0
2020-03-29,Brazil,State of Tocantins,-61.0,-31.0,-35.0,-71.0,-19.0,11.0
2020-03-29,Bahamas,Total,-67.0,-34.0,-48.0,-87.0,-52.0,19.0
2020-03-29,Botswana,Total,-12.0,-2.0,7.0,-20.0,-3.0,13.0
2020-03-29,Belarus,Total,-14.0,5.0,41.0,-7.0,3.0,-2.0
2020-03-29,Belize,Total,-63.0,-49.0,-38.0,-68.0,-42.0,13.0
2020-03-29,Canada,Total,-59.0,-35.0,-16.0,-66.0,-44.0,14.0
2020-03-29,Canada,Alberta,-55.0,-29.0,-23.0,-63.0,-41.0,13.0
2020-03-29,Canada,British Columbia,-54.0,-28.0,27.0,-59.0,-47.0,13.0
2020-03-29,Canada,Manitoba,-49.0,-21.0,-9.0,-56.0,-36.0,11.0
2020-03-29,Canada,New Brunswick,-42.0,-20.0,101.0,-47.0,-35.0,8.0
2020-03-29,Canada,Newfoundland and Labrador,-54.0,-38.0,-18.0,-60.0,-35.0,9.0
2020-03-29,Canada,Northwest Territories,-59.0,-44.0,,-59.0,-32.0,
2020-03-29,Canada,Nova Scotia,-33.0,-7.0,95.0,-45.0,-32.0,5.0
2020-03-29,Canada,Nunavut,-47.0,,,,-32.0,
2020-03-29,Canada,Ontario,-59.0,-33.0,-14.0,-66.0,-46.0,14.0
2020-03-29,Canada,Prince Edward Island,-43.0,-19.0,-51.0,,-34.0,25.0
2020-03-29,Canada,Quebec,-70.0,-44.0,-68.0,-75.0,-45.0,15.0
2020-03-29,Canada,Saskatchewan,-53.0,-24.0,45.0,-52.0,-37.0,11.0
2020-03-29,Canada,Yukon,-43.0,-28.0,,,-31.0,
2020-03-29,Switzerland,Total,-81.0,-51.0,-41.0,-68.0,-46.0,15.0
2020-03-29,Switzerland,Aargau,-75.0,-35.0,-14.0,-56.0,-41.0,13.0
2020-03-29,Switzerland,Appenzell Ausserrhoden,-77.0,3.0,,-60.0,-29.0,
2020-03-29,Switzerland,Appenzell Innerrhoden,-57.0,,,,-29.0,
2020-03-29,Switzerland,Basel City,-89.0,-41.0,-65.0,-76.0,-48.0,25.0
2020-03-29,Switzerland,Basel-Landschaft,-77.0,-21.0,-25.0,-61.0,-40.0,23.0
2020-03-29,Switzerland,Canton of Bern,-80.0,-53.0,-36.0,-68.0,-43.0,14.0
2020-03-29,Switzerland,Canton of Zug,-75.0,-2.0,,-67.0,-45.0,27.0
2020-03-29,Switzerland,Fribourg,-82.0,-44.0,-41.0,-62.0,-42.0,20.0
2020-03-29,Switzerland,Geneva,-82.0,-60.0,-40.0,-84.0,-54.0,21.0
2020-03-29,Switzerland,Glarus,-92.0,-19.0,,-48.0,-33.0,
2020-03-29,Switzerland,Grisons,-89.0,-78.0,-59.0,-78.0,-57.0,20.0
2020-03-29,Switzerland,Jura,-91.0,-32.0,,-64.0,-43.0,14.0
2020-03-29,Switzerland,Lucerne,-82.0,-38.0,-50.0,-66.0,-40.0,16.0
2020-03-29,Switzerland,Neuchâtel,-78.0,-48.0,-18.0,-58.0,-46.0,28.0
2020-03-29,Switzerland,Nidwalden,-74.0,-2.0,-73.0,-78.0,-46.0,
2020-03-29,Switzerland,Obwalden,-63.0,-16.0,-49.0,-79.0,-40.0,
2020-03-29,Switzerland,Schaffhausen,-90.0,-50.0,,-61.0,-41.0,2.0
2020-03-29,Switzerland,Schwyz,-72.0,-55.0,-45.0,-66.0,-44.0,23.0
2020-03-29,Switzerland,Solothurn,-77.0,-35.0,-13.0,-63.0,-38.0,15.0
2020-03-29,Switzerland,St. Gallen,-80.0,-44.0,-29.0,-58.0,-42.0,14.0
2020-03-29,Switzerland,Thurgau,-79.0,-30.0,-44.0,-61.0,-40.0,15.0
2020-03-29,Switzerland,Ticino,-85.0,-69.0,-51.0,-64.0,-49.0,21.0
2020-03-29,Switzerland,Uri,-89.0,-13.0,,-78.0,-44.0,
2020-03-29,Switzerland,Valais,-87.0,-67.0,-61.0,-75.0,-57.0,17.0
2020-03-29,Switzerland,Vaud,-79.0,-49.0,-42.0,-68.0,-50.0,17.0
2020-03-29,Switzerland,Zurich,-82.0,-44.0,-53.0,-73.0,-47.0,16.0
2020-03-29,Cote d'Ivoire,Total,-35.0,-21.0,-21.0,-33.0,-9.0,14.0
2020-03-29,Chile,Total,-73.0,-55.0,-72.0,-64.0,-42.0,24.0
2020-03-29,Cameroon,Total,-26.0,-20.0,-19.0,-23.0,-3.0,9.0
2020-03-29,Colombia,Total,-86.0,-68.0,-80.0,-82.0,-58.0,26.0
2020-03-29,Costa Rica,Total,-68.0,-41.0,-71.0,-68.0,-39.0,21.0
2020-03-29,Cabo Verde,Total,-60.0,-48.0,-57.0,-88.0,-40.0,19.0
2020-03-29,Czechia,Total,-73.0,-26.0,-24.0,-61.0,-31.0,11.0
2020-03-29,Czechia,Central Bohemian Region,-67.0,-20.0,9.0,-37.0,-29.0,11.0
2020-03-29,Czechia,Hradec Králové Region,-78.0,-30.0,-33.0,-69.0,-32.0,11.0
2020-03-29,Czechia,Karlovy Vary Region,-75.0,-38.0,-53.0,-70.0,-36.0,10.0
2020-03-29,Czechia,Liberec Region,-75.0,-24.0,-45.0,-66.0,-36.0,10.0
2020-03-29,Czechia,Moravian-Silesian Region,-72.0,-21.0,-14.0,-63.0,-27.0,10.0
2020-03-29,Czechia,Olomouc Region,-72.0,-27.0,-15.0,-74.0,-27.0,10.0
2020-03-29,Czechia,Pardubice Region,-74.0,-27.0,-1.0,-73.0,-28.0,10.0
2020-03-29,Czechia,Plzeň Region,-74.0,-29.0,-8.0,-55.0,-30.0,10.0
2020-03-29,Czechia,Prague,-77.0,-30.0,-58.0,-71.0,-38.0,15.0
2020-03-29,Czechia,South Bohemian Region,-72.0,-27.0,-17.0,-60.0,-29.0,9.0
2020-03-29,Czechia,South Moravian Region,-70.0,-24.0,5.0,-50.0,-28.0,11.0
2020-03-29,Czechia,Vysocina Region,-74.0,-21.0,27.0,-55.0,-28.0,10.0
2020-03-29,Czechia,Zlin Region,-71.0,-25.0,1.0,-65.0,-29.0,9.0
2020-03-29,Czechia,Ústí nad Labem Region,-71.0,-25.0,-28.0,-56.0,-26.0,9.0
2020-03-29,Germany,Total,-77.0,-51.0,-49.0,-68.0,-39.0,11.0
2020-03-29,Germany,Baden-Württemberg,-79.0,-49.0,-55.0,-71.0,-43.0,12.0
2020-03-29,Germany,Bavaria,-80.0,-49.0,-50.0,-73.0,-43.0,12.0
2020-03-29,Germany,Berlin,-83.0,-55.0,-63.0,-70.0,-44.0,12.0
2020-03-29,Germany,Brandenburg,-75.0,-52.0,-53.0,-63.0,-31.0,9.0
2020-03-29,Germany,Bremen,-79.0,-54.0,-22.0,-74.0,-40.0,10.0
2020-03-29,Germany,Hamburg,-80.0,-50.0,-34.0,-72.0,-42.0,12.0
2020-03-29,Germany,Hesse,-74.0,-40.0,-26.0,-72.0,-41.0,10.0
2020-03-29,Germany,Lower Saxony,-76.0,-52.0,-42.0,-64.0,-36.0,10.0
2020-03-29,Germany,Mecklenburg-Vorpommern,-74.0,-48.0,-50.0,-64.0,-32.0,8.0
2020-03-29,Germany,North Rhine-Westphalia,-77.0,-51.0,-50.0,-70.0,-38.0,11.0
2020-03-29,Germany,Rhineland-Palatinate,-74.0,-40.0,-38.0,-71.0,-39.0,10.0
2020-03-29,Germany,Saarland,-77.0,-56.0,-29.0,-71.0,-39.0,10.0
2020-03-29,Germany,Saxony,-78.0,-51.0,-50.0,-66.0,-34.0,10.0
2020-03-29,Germany,Saxony-Anhalt,-74.0,-48.0,-56.0,-65.0,-27.0,8.0
2020-03-29,Germany,Schleswig-Holstein,-70.0,-53.0,-27.0,-58.0,-36.0,10.0
2020-03-29,Germany,Thuringia,-75.0,-44.0,-50.0,-63.0,-32.0,8.0
2020-03-29,Denmark,Total,-37.0,-22.0,35.0,-60.0,-28.0,9.0
2020-03-29,Denmark,Capital Region of Denmark,-48.0,-24.0,13.0,-67.0,-33.0,10.0
2020-03-29,Denmark,Central Denmark Region,-34.0,-23.0,71.0,-55.0,-26.0,9.0
2020-03-29,Denmark,North Denmark Region,-34.0,-16.0,32.0,-54.0,-26.0,8.0
2020-03-29,Denmark,Region Zealand,-28.0,-17.0,54.0,-55.0,-25.0,8.0
2020-03-29,Denmark,Region of Southern Denmark,-30.0,-22.0,23.0,-59.0,-28.0,9.0
2020-03-29,Dominican Republic,Total,-80.0,-63.0,-73.0,-84.0,-56.0,23.0
2020-03-29,Ecuador,Total,-84.0,-66.0,-80.0,-80.0,-61.0,26.0
2020-03-29,Estonia,Total,-60.0,-28.0,4.0,-51.0,-32.0,10.0
2020-03-29,Estonia,Harju County,-61.0,-29.0,2.0,-57.0,-34.0,11.0
2020-03-29,Estonia,Hiiu County,,,,,-68.0,
2020-03-29,Estonia,Ida-Viru County,-50.0,-22.0,-23.0,-35.0,-28.0,12.0
2020-03-29,Estonia,Järva County,-41.0,-23.0,,,-39.0,
2020-03-29,Estonia,Jõgeva County,-45.0,-24.0,,,-42.0,
2020-03-29,Estonia,Lääne County,-53.0,-32.0,,,-47.0,
2020-03-29,Estonia,Lääne-Viru County,-55.0,-20.0,,-41.0,-20.0,5.0
2020-03-29,Estonia,Pärnu County,-67.0,-31.0,-17.0,-53.0,-36.0,20.0
2020-03-29,Estonia,Põlva County,-77.0,-24.0,,,-48.0,
2020-03-29,Estonia,Rapla County,-72.0,-23.0,,,-47.0,
2020-03-29,Estonia,Saare County,-80.0,-40.0,,-80.0,-57.0,
2020-03-29,Estonia,Tartu County,-65.0,-30.0,-13.0,-54.0,-35.0,23.0
2020-03-29,Estonia,Valga County,-58.0,-30.0,,,-40.0,
2020-03-29,Estonia,Viljandi County,-58.0,-26.0,,-42.0,-13.0,
2020-03-29,Estonia,Võru County,-82.0,-20.0,,,-46.0,
2020-03-29,Egypt,Total,-50.0,-24.0,-40.0,-52.0,-35.0,15.0
2020-03-29,Spain,Total,-94.0,-76.0,-89.0,-88.0,-64.0,22.0
2020-03-29,Spain,Andalusia,-94.0,-81.0,-88.0,-90.0,-65.0,21.0
2020-03-29,Spain,Aragon,-92.0,-75.0,-87.0,-90.0,-64.0,20.0
2020-03-29,Spain,Asturias,-94.0,-78.0,-88.0,-80.0,-63.0,23.0
2020-03-29,Spain,Balearic Islands,-92.0,-68.0,-90.0,-88.0,-61.0,22.0
2020-03-29,Spain,Basque Country,-94.0,-77.0,-93.0,-88.0,-63.0,22.0
2020-03-29,Spain,Canary Islands,-94.0,-75.0,-92.0,-87.0,-66.0,20.0
2020-03-29,Spain,Cantabria,-94.0,-76.0,-92.0,-89.0,-61.0,23.0
2020-03-29,Spain,Castile and León,-94.0,-78.0,-84.0,-89.0,-62.0,22.0
2020-03-29,Spain,Castile-La Mancha,-93.0,-77.0,-84.0,-89.0,-63.0,21.0
2020-03-29,Spain,Catalonia,-94.0,-75.0,-90.0,-88.0,-64.0,21.0
2020-03-29,Spain,Ceuta,-89.0,-78.0,-91.0,,-64.0,4.0
2020-03-29,Spain,Community of Madrid,-94.0,-72.0,-92.0,-89.0,-65.0,22.0
2020-03-29,Spain,Extremadura,-93.0,-75.0,-79.0,-87.0,-60.0,22.0
2020-03-29,Spain,Galicia,-92.0,-77.0,-84.0,-88.0,-59.0,24.0
2020-03-29,Spain,La Rioja,-94.0,-75.0,-90.0,-90.0,-65.0,23.0
2020-03-29,Spain,Melilla,-92.0,-86.0,-90.0,-87.0,-59.0,-2.0
2020-03-29,Spain,Navarre,-93.0,-77.0,-88.0,-90.0,-61.0,23.0
2020-03-29,Spain,Region of Murcia,-94.0,-85.0,-90.0,-86.0,-63.0,24.0
2020-03-29,Spain,Valencian Community,-95.0,-84.0,-92.0,-90.0,-66.0,22.0
2020-03-29,Finland,Total,-52.0,-21.0,48.0,-59.0,-25.0,9.0
2020-03-29,Finland,Central Finland,-48.0,-22.0,60.0,-70.0,-23.0,8.0
2020-03-29,Finland,Central Ostrobothnia,-44.0,-13.0,,-63.0,-21.0,15.0
2020-03-29,Finland,Kainuu,-54.0,-24.0,44.0,-64.0,-21.0,13.0
2020-03-29,Finland,Kymenlaakso,-52.0,-21.0,65.0,-64.0,-17.0,8.0
2020-03-29,Finland,Lapland,-62.0,-30.0,40.0,-71.0,-31.0,7.0
2020-03-29,Finland,North Karelia,-54.0,-20.0,61.0,-54.0,-24.0,14.0
2020-03-29,Finland,Northern Ostrobothnia,-51.0,-24.0,73.0,-55.0,-24.0,8.0
2020-03-29,Finland,Northern Savonia,-56.0,-20.0,47.0,-53.0,-22.0,7.0
2020-03-29,Finland,Ostrobothnia,-44.0,-16.0,70.0,-50.0,-21.0,8.0
2020-03-29,Finland,Pirkanmaa,-53.0,-21.0,42.0,-53.0,-26.0,9.0
2020-03-29,Finland,Päijänne Tavastia,-56.0,-22.0,84.0,-54.0,-25.0,8.0
2020-03-29,Finland,Satakunta,-49.0,-22.0,34.0,-48.0,-19.0,8.0
2020-03-29,Finland,South Karelia,-55.0,-26.0,46.0,-64.0,-25.0,15.0
2020-03-29,Finland,Southern Ostrobothnia,-49.0,-20.0,50.0,-51.0,-20.0,9.0
2020-03-29,Finland,Southern Savonia,-55.0,-18.0,59.0,-66.0,-23.0,14.0
2020-03-29,Finland,Southwest Finland,-54.0,-22.0,15.0,-51.0,-25.0,9.0
2020-03-29,Finland,Tavastia Proper,-53.0,-24.0,43.0,-62.0,-22.0,9.0
2020-03-29,Finland,Uusimaa,-50.0,-20.0,39.0,-64.0,-28.0,10.0
2020-03-29,Fiji,Total,-39.0,-25.0,-13.0,-59.0,-6.0,12.0
2020-03-29,France,Total,-88.0,-72.0,-82.0,-87.0,-56.0,18.0
2020-03-29,France,Auvergne-Rhône-Alpes,-87.0,-74.0,-80.0,-89.0,-56.0,19.0
2020-03-29,France,Bourgogne-Franche-Comté,-87.0,-77.0,-77.0,-88.0,-54.0,18.0
2020-03-29,France,Brittany,-87.0,-76.0,-83.0,-88.0,-53.0,18.0
2020-03-29,France,Centre-Val de Loire,-86.0,-75.0,-79.0,-88.0,-53.0,17.0
2020-03-29,France,Corsica,-84.0,-67.0,-74.0,-83.0,-54.0,21.0
2020-03-29,France,Grand Est,-89.0,-77.0,-81.0,-89.0,-59.0,17.0
2020-03-29,France,Hauts-de-France,-88.0,-72.0,-84.0,-87.0,-56.0,17.0
2020-03-29,France,Normandy,-86.0,-73.0,-78.0,-88.0,-53.0,17.0
2020-03-29,France,Nouvelle-Aquitaine,-86.0,-76.0,-80.0,-86.0,-53.0,18.0
2020-03-29,France,Occitanie,-86.0,-72.0,-73.0,-86.0,-53.0,18.0
2020-03-29,France,Pays de la Loire,-88.0,-78.0,-80.0,-90.0,-54.0,18.0
2020-03-29,France,Provence-Alpes-Côte d'Azur,-87.0,-68.0,-83.0,-85.0,-55.0,18.0
2020-03-29,France,Île-de-France,-91.0,-69.0,-89.0,-87.0,-63.0,20.0
2020-03-29,Gabon,Total,-39.0,-24.0,-25.0,-47.0,-15.0,15.0
2020-03-29,United Kingdom,Total,-85.0,-46.0,-52.0,-75.0,-55.0,15.0
2020-03-29,United Kingdom,Aberdeen City,-86.0,-41.0,-46.0,-73.0,-58.0,30.0
2020-03-29,United Kingdom,Aberdeenshire,-80.0,-46.0,-45.0,-58.0,-52.0,27.0
2020-03-29,United Kingdom,Angus council,-80.0,-44.0,-28.0,-51.0,-48.0,20.0
2020-03-29,United Kingdom,Antrim And Newtownabbey,-81.0,-46.0,-61.0,-89.0,-52.0,29.0
2020-03-29,United Kingdom,Ards And North Down,-78.0,-39.0,-57.0,-57.0,-56.0,28.0
2020-03-29,United Kingdom,Argyll and Bute Council,-88.0,-45.0,-34.0,-57.0,-52.0,8.0
2020-03-29,United Kingdom,Armagh City and Banbridge And Craigavon,-82.0,-45.0,-66.0,-65.0,-47.0,27.0
2020-03-29,United Kingdom,Bath and North East Somerset,-91.0,-48.0,-54.0,-75.0,-66.0,30.0
2020-03-29,United Kingdom,Bedford,-86.0,-47.0,-51.0,-72.0,-49.0,28.0
2020-03-29,United Kingdom,Belfast,-85.0,-42.0,-47.0,-76.0,-59.0,17.0
