Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,Pennsylvania,Montgomery County,-58.0,-36.0,-4.0,-54.0,-44.0,15.0
2020-03-29,Pennsylvania,Montour County,-63.0,-31.0,,,-13.0,
2020-03-29,Pennsylvania,Northampton County,-56.0,-32.0,-6.0,-61.0,-39.0,14.0
2020-03-29,Pennsylvania,Northumberland County,-42.0,-11.0,,-25.0,-22.0,9.0
2020-03-29,Pennsylvania,Perry County,-38.0,-13.0,,,-25.0,21.0
2020-03-29,Pennsylvania,Philadelphia County,-57.0,-27.0,-47.0,-57.0,-42.0,14.0
2020-03-29,Pennsylvania,Pike County,-48.0,-16.0,,,-39.0,22.0
2020-03-29,Pennsylvania,Potter County,-52.0,-6.0,,,-28.0,
2020-03-29,Pennsylvania,Schuylkill County,-39.0,-16.0,-43.0,-6.0,-28.0,10.0
2020-03-29,Pennsylvania,Snyder County,-55.0,-28.0,,,-33.0,12.0
2020-03-29,Pennsylvania,Somerset County,-36.0,-14.0,-20.0,-55.0,-26.0,19.0
2020-03-29,Pennsylvania,Sullivan County,,,,,-42.0,
2020-03-29,Pennsylvania,Susquehanna County,-42.0,-17.0,,-25.0,-30.0,15.0
2020-03-29,Pennsylvania,Tioga County,-45.0,-15.0,,,-27.0,16.0
2020-03-29,Pennsylvania,Union County,-55.0,-30.0,,,-35.0,14.0
2020-03-29,Pennsylvania,Venango County,-25.0,-15.0,,-70.0,-28.0,16.0
2020-03-29,Pennsylvania,Warren County,-28.0,5.0,-38.0,,-27.0,17.0
2020-03-29,Pennsylvania,Washington County,-45.0,-17.0,45.0,-16.0,-35.0,10.0
2020-03-29,Pennsylvania,Wayne County,-49.0,-19.0,,,-41.0,17.0
2020-03-29,Pennsylvania,Westmoreland County,-44.0,-28.0,103.0,-36.0,-35.0,10.0
2020-03-29,Pennsylvania,Wyoming County,-36.0,-8.0,,,-35.0,-1.0
2020-03-29,Pennsylvania,York County,-52.0,-34.0,-11.0,-46.0,-37.0,13.0
2020-03-29,Rhode Island,Total,-55.0,-30.0,-50.0,-67.0,-37.0,14.0
2020-03-29,Rhode Island,Bristol County,-61.0,-45.0,,,-37.0,22.0
2020-03-29,Rhode Island,Kent County,-57.0,-26.0,-44.0,-72.0,-36.0,13.0
2020-03-29,Rhode Island,Newport County,-57.0,-32.0,-60.0,-24.0,-39.0,21.0
2020-03-29,Rhode Island,Providence County,-57.0,-29.0,-50.0,-65.0,-36.0,14.0
2020-03-29,Rhode Island,Washington County,-53.0,-34.0,-59.0,-8.0,-40.0,13.0
2020-03-29,South Carolina,Total,-38.0,-11.0,-4.0,-34.0,-34.0,9.0
2020-03-29,South Carolina,Abbeville County,-35.0,7.0,,,-30.0,
2020-03-29,South Carolina,Aiken County,-31.0,-11.0,-1.0,0.0,-33.0,8.0
2020-03-29,South Carolina,Allendale County,,-12.0,,,-16.0,
2020-03-29,South Carolina,Anderson County,-40.0,-3.0,-1.0,-20.0,-34.0,8.0
2020-03-29,South Carolina,Bamberg County,-28.0,2.0,,,-26.0,
2020-03-29,South Carolina,Barnwell County,-23.0,11.0,,,-24.0,
2020-03-29,South Carolina,Beaufort County,-38.0,-16.0,1.0,-32.0,-39.0,10.0
2020-03-29,South Carolina,Berkeley County,-32.0,-10.0,47.0,-53.0,-32.0,9.0
2020-03-29,South Carolina,Calhoun County,-9.0,13.0,,-47.0,-32.0,
2020-03-29,South Carolina,Charleston County,-48.0,-25.0,-35.0,-62.0,-42.0,11.0
2020-03-29,South Carolina,Cherokee County,-37.0,-3.0,-7.0,-20.0,-24.0,11.0
2020-03-29,South Carolina,Chester County,-29.0,4.0,,-25.0,-25.0,14.0
2020-03-29,South Carolina,Chesterfield County,-34.0,3.0,,,-26.0,13.0
2020-03-29,South Carolina,Clarendon County,-23.0,-2.0,,-12.0,-28.0,
2020-03-29,South Carolina,Colleton County,-32.0,-13.0,,-27.0,-31.0,12.0
2020-03-29,South Carolina,Darlington County,-20.0,-2.0,-36.0,,-22.0,13.0
2020-03-29,South Carolina,Dillon County,-21.0,3.0,-41.0,-21.0,-19.0,-2.0
2020-03-29,South Carolina,Dorchester County,-32.0,-12.0,1.0,-38.0,-36.0,9.0
2020-03-29,South Carolina,Edgefield County,-46.0,8.0,,,-32.0,
2020-03-29,South Carolina,Fairfield County,0.0,1.0,,-27.0,-33.0,
2020-03-29,South Carolina,Florence County,-38.0,-11.0,-30.0,-24.0,-30.0,8.0
2020-03-29,South Carolina,Georgetown County,-41.0,-6.0,58.0,,-30.0,11.0
2020-03-29,South Carolina,Greenville County,-42.0,-12.0,-35.0,-38.0,-39.0,10.0
2020-03-29,South Carolina,Greenwood County,-30.0,-4.0,,,-27.0,11.0
2020-03-29,South Carolina,Hampton County,-44.0,-10.0,,-26.0,-23.0,
2020-03-29,South Carolina,Horry County,-43.0,-13.0,17.0,-58.0,-39.0,8.0
2020-03-29,South Carolina,Jasper County,-32.0,-21.0,-25.0,-8.0,-39.0,8.0
2020-03-29,South Carolina,Kershaw County,-38.0,-7.0,,-36.0,-30.0,14.0
2020-03-29,South Carolina,Lancaster County,-30.0,-13.0,,,-35.0,9.0
2020-03-29,South Carolina,Laurens County,-23.0,2.0,,-27.0,-26.0,6.0
2020-03-29,South Carolina,Lee County,-51.0,6.0,,-28.0,-20.0,
2020-03-29,South Carolina,Lexington County,-42.0,-15.0,24.0,-33.0,-35.0,10.0
2020-03-29,South Carolina,Marion County,-26.0,-7.0,,,-25.0,2.0
2020-03-29,South Carolina,Marlboro County,-20.0,4.0,,,-22.0,
2020-03-29,South Carolina,McCormick County,-36.0,30.0,,,-30.0,
2020-03-29,South Carolina,Newberry County,-22.0,1.0,,-31.0,-25.0,10.0
2020-03-29,South Carolina,Oconee County,-26.0,-6.0,2.0,,-28.0,8.0
2020-03-29,South Carolina,Orangeburg County,-34.0,-5.0,,-31.0,-24.0,8.0
2020-03-29,South Carolina,Pickens County,-35.0,-10.0,3.0,,-35.0,9.0
2020-03-29,South Carolina,Richland County,-43.0,-19.0,-37.0,-21.0,-35.0,11.0
2020-03-29,South Carolina,Saluda County,-36.0,-1.0,,,-26.0,
2020-03-29,South Carolina,Spartanburg County,-34.0,-11.0,10.0,-57.0,-34.0,9.0
2020-03-29,South Carolina,Sumter County,-33.0,-6.0,,-32.0,-31.0,8.0
2020-03-29,South Carolina,Union County,-24.0,1.0,,,-23.0,4.0
2020-03-29,South Carolina,Williamsburg County,-21.0,-2.0,,,-19.0,
2020-03-29,South Carolina,York County,-33.0,-16.0,31.0,-34.0,-35.0,10.0
2020-03-29,South Dakota,Total,-35.0,-3.0,126.0,-31.0,-25.0,8.0
2020-03-29,South Dakota,Beadle County,-35.0,-22.0,,,-26.0,
2020-03-29,South Dakota,Bon Homme County,,,,,-27.0,
2020-03-29,South Dakota,Brookings County,-44.0,-21.0,,,-30.0,21.0
2020-03-29,South Dakota,Brown County,-30.0,-10.0,,,-23.0,17.0
2020-03-29,South Dakota,Brule County,-51.0,,,,-32.0,
2020-03-29,South Dakota,Butte County,-8.0,,,,-17.0,
2020-03-29,South Dakota,Charles Mix County,-59.0,,,,-18.0,
2020-03-29,South Dakota,Clay County,-32.0,,,,-28.0,
2020-03-29,South Dakota,Codington County,-35.0,-14.0,,-29.0,-24.0,15.0
2020-03-29,South Dakota,Custer County,,,,,-23.0,
2020-03-29,South Dakota,Davison County,-36.0,-7.0,,,-19.0,
2020-03-29,South Dakota,Dewey County,,,,,-42.0,
2020-03-29,South Dakota,Fall River County,-35.0,-12.0,,,-23.0,
2020-03-29,South Dakota,Grant County,-52.0,,,,-21.0,
2020-03-29,South Dakota,Hamlin County,,,,,-32.0,
2020-03-29,South Dakota,Hughes County,-20.0,6.0,,,-16.0,
2020-03-29,South Dakota,Hutchinson County,,,,,-17.0,
2020-03-29,South Dakota,Kingsbury County,,,,,-27.0,
2020-03-29,South Dakota,Lake County,-13.0,-13.0,,,-27.0,
2020-03-29,South Dakota,Lawrence County,-42.0,-14.0,-41.0,,-46.0,0.0
2020-03-29,South Dakota,Lincoln County,-13.0,13.0,,,-24.0,22.0
2020-03-29,South Dakota,McCook County,,,,,-24.0,
2020-03-29,South Dakota,Meade County,-38.0,-10.0,,,-32.0,12.0
2020-03-29,South Dakota,Minnehaha County,-38.0,-5.0,141.0,-41.0,-23.0,8.0
2020-03-29,South Dakota,Moody County,,,,,-27.0,
2020-03-29,South Dakota,Pennington County,-42.0,-6.0,90.0,-24.0,-30.0,8.0
2020-03-29,South Dakota,Roberts County,-37.0,4.0,,-33.0,-29.0,
2020-03-29,South Dakota,Shannon County,-50.0,-11.0,,,-30.0,
2020-03-29,South Dakota,Spink County,,,,,-28.0,
2020-03-29,South Dakota,Todd County,,-26.0,,,-43.0,
2020-03-29,South Dakota,Tripp County,-36.0,,,,,
2020-03-29,South Dakota,Turner County,,,,,-21.0,
2020-03-29,South Dakota,Union County,-30.0,-15.0,,-18.0,-17.0,
2020-03-29,South Dakota,Walworth County,-19.0,,,,-37.0,
2020-03-29,South Dakota,Yankton County,-23.0,-3.0,,,-22.0,8.0
2020-03-29,Tennessee,Total,-35.0,-9.0,35.0,-35.0,-34.0,8.0
2020-03-29,Tennessee,Anderson County,-30.0,-5.0,65.0,,-31.0,8.0
2020-03-29,Tennessee,Bedford County,-17.0,-2.0,,,-33.0,14.0
2020-03-29,Tennessee,Benton County,-28.0,16.0,,-25.0,-30.0,
2020-03-29,Tennessee,Bledsoe County,-23.0,18.0,,,-29.0,
2020-03-29,Tennessee,Blount County,-35.0,-4.0,35.0,-79.0,-39.0,9.0
2020-03-29,Tennessee,Bradley County,-34.0,-6.0,,-18.0,-24.0,9.0
2020-03-29,Tennessee,Campbell County,-16.0,-1.0,30.0,-12.0,-29.0,10.0
2020-03-29,Tennessee,Cannon County,34.0,15.0,,,-24.0,
2020-03-29,Tennessee,Carroll County,-33.0,-2.0,,,-26.0,4.0
2020-03-29,Tennessee,Carter County,-15.0,1.0,16.0,,-21.0,11.0
2020-03-29,Tennessee,Cheatham County,-9.0,23.0,,-36.0,-32.0,16.0
2020-03-29,Tennessee,Chester County,-13.0,-3.0,,,-28.0,
2020-03-29,Tennessee,Claiborne County,-28.0,29.0,,,-26.0,-2.0
2020-03-29,Tennessee,Clay County,,,,,-28.0,
2020-03-29,Tennessee,Cocke County,-24.0,-11.0,-3.0,-20.0,-36.0,11.0
2020-03-29,Tennessee,Coffee County,-29.0,-6.0,,-35.0,-33.0,14.0
2020-03-29,Tennessee,Crockett County,-9.0,3.0,,,-11.0,
2020-03-29,Tennessee,Cumberland County,-22.0,-13.0,,-25.0,-32.0,11.0
2020-03-29,Tennessee,Davidson County,-44.0,-17.0,-6.0,-64.0,-44.0,11.0
2020-03-29,Tennessee,DeKalb County,-1.0,26.0,,,-34.0,
2020-03-29,Tennessee,Decatur County,-10.0,8.0,,,-28.0,
2020-03-29,Tennessee,Dickson County,-30.0,-13.0,,-19.0,-34.0,15.0
2020-03-29,Tennessee,Dyer County,-21.0,-5.0,,-9.0,-21.0,11.0
2020-03-29,Tennessee,Fayette County,-15.0,46.0,,-30.0,-35.0,9.0
2020-03-29,Tennessee,Fentress County,-19.0,0.0,,,-19.0,
2020-03-29,Tennessee,Franklin County,-15.0,3.0,,,-35.0,12.0
2020-03-29,Tennessee,Gibson County,-18.0,4.0,,,-25.0,12.0
2020-03-29,Tennessee,Giles County,-14.0,2.0,,-25.0,-24.0,8.0
2020-03-29,Tennessee,Grainger County,-46.0,-1.0,,,-20.0,
2020-03-29,Tennessee,Greene County,-26.0,-8.0,,-8.0,-19.0,4.0
2020-03-29,Tennessee,Grundy County,-52.0,4.0,,,-33.0,
2020-03-29,Tennessee,Hamblen County,-29.0,-12.0,,,-28.0,12.0
2020-03-29,Tennessee,Hamilton County,-46.0,-15.0,17.0,-39.0,-36.0,10.0
2020-03-29,Tennessee,Hancock County,,,,,-39.0,
2020-03-29,Tennessee,Hardeman County,-11.0,-4.0,,,-28.0,
2020-03-29,Tennessee,Hardin County,-24.0,-3.0,,,-29.0,
2020-03-29,Tennessee,Hawkins County,-14.0,-5.0,,,-25.0,12.0
2020-03-29,Tennessee,Haywood County,-11.0,4.0,,,-24.0,
2020-03-29,Tennessee,Henderson County,-21.0,11.0,,,-33.0,-1.0
2020-03-29,Tennessee,Henry County,-15.0,8.0,,,-30.0,11.0
2020-03-29,Tennessee,Hickman County,-28.0,3.0,,,-26.0,-3.0
2020-03-29,Tennessee,Houston County,-37.0,-17.0,,,-27.0,
2020-03-29,Tennessee,Humphreys County,-12.0,2.0,,,-26.0,
2020-03-29,Tennessee,Jackson County,,2.0,,,-31.0,
2020-03-29,Tennessee,Jefferson County,-14.0,-10.0,,-17.0,-37.0,13.0
2020-03-29,Tennessee,Johnson County,-26.0,3.0,,,-20.0,
2020-03-29,Tennessee,Knox County,-41.0,-16.0,35.0,-28.0,-40.0,10.0
2020-03-29,Tennessee,Lauderdale County,-7.0,21.0,,,-21.0,
2020-03-29,Tennessee,Lawrence County,-22.0,2.0,,,-28.0,12.0
2020-03-29,Tennessee,Lewis County,-7.0,-4.0,,,-39.0,
2020-03-29,Tennessee,Lincoln County,-23.0,5.0,,,-21.0,7.0
2020-03-29,Tennessee,Loudon County,-27.0,1.0,,-22.0,-40.0,13.0
2020-03-29,Tennessee,Macon County,-16.0,-5.0,,,-33.0,
2020-03-29,Tennessee,Madison County,-37.0,-15.0,-14.0,-32.0,-33.0,8.0
2020-03-29,Tennessee,Marion County,-27.0,-26.0,29.0,-16.0,-28.0,0.0
2020-03-29,Tennessee,Marshall County,-9.0,11.0,,-34.0,-29.0,14.0
2020-03-29,Tennessee,Maury County,-30.0,-15.0,-33.0,-15.0,-33.0,9.0
2020-03-29,Tennessee,McMinn County,-29.0,-13.0,,-23.0,-29.0,12.0
2020-03-29,Tennessee,McNairy County,-17.0,-1.0,,-20.0,-17.0,
2020-03-29,Tennessee,Meigs County,-12.0,14.0,,,-28.0,
2020-03-29,Tennessee,Monroe County,-22.0,-7.0,,,-37.0,14.0
2020-03-29,Tennessee,Montgomery County,-33.0,-9.0,91.0,-13.0,-32.0,8.0
2020-03-29,Tennessee,Moore County,,,,,-29.0,
2020-03-29,Tennessee,Morgan County,-5.0,2.0,,,-11.0,
2020-03-29,Tennessee,Obion County,-28.0,14.0,,,-24.0,6.0
2020-03-29,Tennessee,Overton County,-11.0,6.0,,,-30.0,
2020-03-29,Tennessee,Perry County,-61.0,,,,-30.0,
2020-03-29,Tennessee,Polk County,-29.0,9.0,,,-29.0,
2020-03-29,Tennessee,Putnam County,-25.0,-14.0,,-11.0,-30.0,6.0
2020-03-29,Tennessee,Rhea County,-7.0,-1.0,,,-26.0,11.0
2020-03-29,Tennessee,Roane County,-16.0,-6.0,-19.0,,-27.0,13.0
2020-03-29,Tennessee,Robertson County,-25.0,6.0,,-25.0,-36.0,15.0
2020-03-29,Tennessee,Rutherford County,-35.0,-12.0,74.0,-16.0,-35.0,10.0
2020-03-29,Tennessee,Scott County,-19.0,3.0,,,-20.0,
2020-03-29,Tennessee,Sequatchie County,-20.0,11.0,,,-25.0,
2020-03-29,Tennessee,Sevier County,-64.0,-29.0,-55.0,,-53.0,12.0
2020-03-29,Tennessee,Shelby County,-36.0,-9.0,0.0,-25.0,-32.0,10.0
2020-03-29,Tennessee,Smith County,-17.0,15.0,,-10.0,-13.0,
2020-03-29,Tennessee,Stewart County,-23.0,11.0,,,-23.0,
2020-03-29,Tennessee,Sullivan County,-33.0,-10.0,-22.0,-44.0,-30.0,8.0
2020-03-29,Tennessee,Sumner County,-35.0,-13.0,112.0,,-36.0,10.0
2020-03-29,Tennessee,Tipton County,-19.0,1.0,,,-29.0,16.0
2020-03-29,Tennessee,Trousdale County,-20.0,11.0,,,-33.0,
2020-03-29,Tennessee,Unicoi County,-22.0,3.0,,,-23.0,
2020-03-29,Tennessee,Union County,-24.0,6.0,,,-17.0,
2020-03-29,Tennessee,Van Buren County,,,,,-32.0,
2020-03-29,Tennessee,Warren County,0.0,40.0,,,-33.0,13.0
2020-03-29,Tennessee,Washington County,-45.0,-15.0,-25.0,-8.0,-33.0,8.0
2020-03-29,Tennessee,Wayne County,-20.0,3.0,,,-28.0,
2020-03-29,Tennessee,Weakley County,-27.0,-1.0,,,-23.0,7.0
2020-03-29,Tennessee,White County,-35.0,-16.0,,,-44.0,-1.0
2020-03-29,Tennessee,Williamson County,-46.0,-20.0,76.0,-19.0,-45.0,12.0
2020-03-29,Tennessee,Wilson County,-34.0,-4.0,51.0,-6.0,-38.0,10.0
2020-03-29,Texas,Total,-45.0,-23.0,-27.0,-47.0,-36.0,13.0
2020-03-29,Texas,Anderson County,-23.0,1.0,,-17.0,-22.0,11.0
2020-03-29,Texas,Andrews County,-28.0,-22.0,,32.0,-33.0,
2020-03-29,Texas,Angelina County,-38.0,-9.0,-45.0,-25.0,-25.0,12.0
2020-03-29,Texas,Aransas County,-48.0,-31.0,-67.0,,-29.0,10.0
2020-03-29,Texas,Archer County,,,,,-27.0,
2020-03-29,Texas,Atascosa County,-23.0,-24.0,,-65.0,-24.0,17.0
2020-03-29,Texas,Austin County,-32.0,-6.0,,,-24.0,1.0
2020-03-29,Texas,Bailey County,-29.0,-14.0,,,-31.0,
2020-03-29,Texas,Bandera County,-25.0,15.0,-36.0,,-35.0,
2020-03-29,Texas,Bastrop County,-32.0,-24.0,-14.0,,-34.0,12.0
2020-03-29,Texas,Bee County,-46.0,-35.0,,,-27.0,-1.0
2020-03-29,Texas,Bell County,-37.0,-24.0,8.0,-34.0,-33.0,10.0
2020-03-29,Texas,Bexar County,-47.0,-23.0,-46.0,-46.0,-38.0,13.0
2020-03-29,Texas,Blanco County,-41.0,-10.0,-50.0,,-39.0,
2020-03-29,Texas,Bosque County,-26.0,0.0,,,-17.0,
2020-03-29,Texas,Bowie County,-44.0,-20.0,-11.0,-18.0,-32.0,10.0
2020-03-29,Texas,Brazoria County,-39.0,-21.0,9.0,-24.0,-30.0,13.0
2020-03-29,Texas,Brazos County,-50.0,-28.0,-37.0,-60.0,-39.0,14.0
2020-03-29,Texas,Brewster County,-52.0,-37.0,,,-28.0,
2020-03-29,Texas,Brooks County,-53.0,-14.0,,-43.0,-31.0,
2020-03-29,Texas,Brown County,-34.0,-18.0,,,-21.0,12.0
2020-03-29,Texas,Burleson County,-26.0,0.0,,,-24.0,
2020-03-29,Texas,Burnet County,-27.0,-15.0,8.0,,-36.0,15.0
2020-03-29,Texas,Caldwell County,-35.0,-36.0,,-35.0,-36.0,17.0
2020-03-29,Texas,Calhoun County,-35.0,-20.0,,,-20.0,
2020-03-29,Texas,Callahan County,-26.0,-5.0,,-18.0,-8.0,
2020-03-29,Texas,Cameron County,-61.0,-41.0,-70.0,-62.0,-37.0,17.0
2020-03-29,Texas,Camp County,-11.0,-4.0,,,-13.0,
2020-03-29,Texas,Carson County,,-28.0,,-20.0,-30.0,
2020-03-29,Texas,Cass County,-28.0,4.0,,-20.0,-23.0,6.0
2020-03-29,Texas,Castro County,,-14.0,,,-20.0,
2020-03-29,Texas,Chambers County,-42.0,-19.0,,-39.0,-27.0,20.0
2020-03-29,Texas,Cherokee County,-22.0,-5.0,,,-22.0,12.0
2020-03-29,Texas,Childress County,-25.0,-31.0,,-11.0,-32.0,
2020-03-29,Texas,Clay County,-53.0,,,-10.0,-24.0,
2020-03-29,Texas,Coke County,,-21.0,,,,
2020-03-29,Texas,Coleman County,-18.0,-16.0,,,-20.0,
2020-03-29,Texas,Collin County,-50.0,-33.0,-11.0,-37.0,-45.0,14.0
2020-03-29,Texas,Colorado County,-36.0,-8.0,,-31.0,-18.0,
2020-03-29,Texas,Comal County,-47.0,-33.0,-30.0,-10.0,-36.0,12.0
2020-03-29,Texas,Comanche County,-9.0,-22.0,,,-25.0,
2020-03-29,Texas,Cooke County,-28.0,-3.0,-8.0,-33.0,-32.0,16.0
2020-03-29,Texas,Coryell County,-29.0,-18.0,35.0,,-27.0,11.0
2020-03-29,Texas,Crane County,-39.0,-27.0,,,-37.0,
2020-03-29,Texas,Crockett County,,-27.0,,,,
2020-03-29,Texas,Crosby County,,-15.0,,,-35.0,
2020-03-29,Texas,Culberson County,-46.0,,,-30.0,,
2020-03-29,Texas,Dallam County,-34.0,-12.0,,,-10.0,
2020-03-29,Texas,Dallas County,-45.0,-21.0,-24.0,-45.0,-38.0,14.0
2020-03-29,Texas,Dawson County,-36.0,-10.0,,,-26.0,
2020-03-29,Texas,DeWitt County,-30.0,-22.0,,,-19.0,
2020-03-29,Texas,Deaf Smith County,-24.0,-12.0,,-13.0,-18.0,
2020-03-29,Texas,Delta County,,,,,-37.0,
2020-03-29,Texas,Denton County,-47.0,-27.0,1.0,-30.0,-42.0,14.0
2020-03-29,Texas,Dimmit County,-19.0,-17.0,,-34.0,-30.0,
2020-03-29,Texas,Donley County,,,,9.0,,
2020-03-29,Texas,Duval County,-46.0,-28.0,,,-36.0,
2020-03-29,Texas,Eastland County,-31.0,-15.0,,-27.0,-28.0,
2020-03-29,Texas,Ector County,-32.0,-5.0,,-8.0,-24.0,10.0
2020-03-29,Texas,El Paso County,-50.0,-25.0,-65.0,-40.0,-37.0,15.0
2020-03-29,Texas,Ellis County,-35.0,-18.0,4.0,-33.0,-34.0,13.0
2020-03-29,Texas,Erath County,-47.0,-32.0,,,-25.0,10.0
2020-03-29,Texas,Falls County,-19.0,-13.0,,,-10.0,
2020-03-29,Texas,Fannin County,-11.0,-2.0,,,-25.0,11.0
2020-03-29,Texas,Fayette County,-35.0,-25.0,,-33.0,-17.0,
2020-03-29,Texas,Floyd County,,,,,-28.0,
2020-03-29,Texas,Fort Bend County,-49.0,-26.0,-2.0,-26.0,-41.0,15.0
2020-03-29,Texas,Franklin County,-33.0,4.0,,-23.0,-24.0,
2020-03-29,Texas,Freestone County,-52.0,-4.0,,-41.0,-22.0,
2020-03-29,Texas,Frio County,-21.0,-22.0,,-27.0,-19.0,
2020-03-29,Texas,Gaines County,-28.0,-8.0,,,-20.0,
2020-03-29,Texas,Galveston County,-42.0,-15.0,-29.0,-57.0,-35.0,12.0
2020-03-29,Texas,Garza County,-31.0,-13.0,,,,
2020-03-29,Texas,Gillespie County,-46.0,-25.0,-38.0,,-36.0,
2020-03-29,Texas,Goliad County,-54.0,-38.0,,,-32.0,
2020-03-29,Texas,Gonzales County,-30.0,-13.0,-19.0,,-20.0,
2020-03-29,Texas,Gray County,-33.0,-10.0,,,-26.0,
2020-03-29,Texas,Grayson County,-33.0,-9.0,47.0,,-29.0,9.0
2020-03-29,Texas,Gregg County,-43.0,-21.0,2.0,,-31.0,11.0
2020-03-29,Texas,Grimes County,-17.0,-3.0,,,-21.0,0.0
2020-03-29,Texas,Guadalupe County,-34.0,-24.0,-1.0,-23.0,-37.0,12.0
2020-03-29,Texas,Hale County,-29.0,-13.0,,,-27.0,11.0
2020-03-29,Texas,Hall County,,,,-13.0,,
2020-03-29,Texas,Hamilton County,-41.0,-32.0,,,-22.0,
2020-03-29,Texas,Hardeman County,,-24.0,,-16.0,,
2020-03-29,Texas,Hardin County,-45.0,-13.0,,,-32.0,16.0
2020-03-29,Texas,Harris County,-46.0,-23.0,-22.0,-58.0,-38.0,14.0
2020-03-29,Texas,Harrison County,-28.0,-7.0,-16.0,,-31.0,15.0
2020-03-29,Texas,Hartley County,,-4.0,,,,
2020-03-29,Texas,Haskell County,-16.0,-22.0,,,,
2020-03-29,Texas,Hays County,-46.0,-22.0,-23.0,-19.0,-36.0,13.0
2020-03-29,Texas,Henderson County,-30.0,-3.0,-22.0,,-28.0,9.0
2020-03-29,Texas,Hidalgo County,-63.0,-43.0,-74.0,-64.0,-43.0,18.0
2020-03-29,Texas,Hill County,-35.0,-8.0,,-41.0,-25.0,13.0
2020-03-29,Texas,Hockley County,-23.0,-15.0,,,-17.0,-3.0
2020-03-29,Texas,Hood County,-34.0,-7.0,-36.0,,-35.0,16.0
2020-03-29,Texas,Hopkins County,-31.0,4.0,,-22.0,-27.0,11.0
2020-03-29,Texas,Houston County,-22.0,5.0,,,-21.0,
2020-03-29,Texas,Howard County,-35.0,-19.0,,-32.0,-24.0,14.0
2020-03-29,Texas,Hunt County,-33.0,-15.0,-5.0,-23.0,-33.0,10.0
2020-03-29,Texas,Hutchinson County,-19.0,-13.0,,,-11.0,
2020-03-29,Texas,Jack County,-9.0,,,,-26.0,
2020-03-29,Texas,Jackson County,-21.0,-19.0,,-44.0,-21.0,
2020-03-29,Texas,Jasper County,-36.0,-24.0,25.0,,-30.0,6.0
2020-03-29,Texas,Jefferson County,-49.0,-22.0,4.0,-35.0,-33.0,12.0
2020-03-29,Texas,Jim Hogg County,,-29.0,,,,
2020-03-29,Texas,Jim Wells County,-38.0,-22.0,,,-28.0,14.0
2020-03-29,Texas,Johnson County,-33.0,-18.0,19.0,,-31.0,11.0
2020-03-29,Texas,Jones County,-36.0,-8.0,,,-18.0,
2020-03-29,Texas,Karnes County,-31.0,-24.0,,-46.0,-19.0,
2020-03-29,Texas,Kaufman County,-46.0,-22.0,-26.0,-18.0,-38.0,12.0
2020-03-29,Texas,Kendall County,-38.0,-25.0,-61.0,-31.0,-38.0,14.0
2020-03-29,Texas,Kerr County,-32.0,-18.0,19.0,,-30.0,14.0
2020-03-29,Texas,Kimble County,-35.0,,,-24.0,,
2020-03-29,Texas,Kleberg County,-42.0,-36.0,-71.0,-56.0,-28.0,16.0
2020-03-29,Texas,La Salle County,-54.0,-23.0,,-40.0,,
2020-03-29,Texas,Lamar County,-24.0,-6.0,,-20.0,-13.0,12.0
2020-03-29,Texas,Lamb County,-40.0,-17.0,,,-22.0,
2020-03-29,Texas,Lampasas County,-30.0,-27.0,,,-38.0,
2020-03-29,Texas,Lavaca County,133.0,-11.0,,,-18.0,
2020-03-29,Texas,Lee County,-33.0,-37.0,,,-22.0,
2020-03-29,Texas,Leon County,-51.0,-23.0,,-26.0,-32.0,
2020-03-29,Texas,Liberty County,-38.0,-2.0,,-14.0,-28.0,11.0
2020-03-29,Texas,Limestone County,-26.0,-15.0,,,-24.0,
2020-03-29,Texas,Live Oak County,-68.0,-35.0,,-52.0,-39.0,
2020-03-29,Texas,Llano County,-26.0,-3.0,10.0,,-32.0,
2020-03-29,Texas,Loving County,,-58.0,,,,
2020-03-29,Texas,Lubbock County,-37.0,-14.0,17.0,-36.0,-28.0,10.0
2020-03-29,Texas,Lynn County,,,,,-24.0,
2020-03-29,Texas,Madison County,-36.0,-63.0,,,-29.0,
2020-03-29,Texas,Marion County,-30.0,-12.0,,,-26.0,
2020-03-29,Texas,Martin County,-12.0,-13.0,,,-32.0,
2020-03-29,Texas,Matagorda County,-34.0,-16.0,,,-9.0,13.0
2020-03-29,Texas,Maverick County,-56.0,-36.0,-82.0,-62.0,-36.0,19.0
2020-03-29,Texas,McCulloch County,-27.0,-10.0,,,-14.0,
2020-03-29,Texas,McLennan County,-43.0,-22.0,-12.0,-34.0,-34.0,10.0
2020-03-29,Texas,McMullen County,,,,-50.0,,
2020-03-29,Texas,Medina County,-24.0,-8.0,-54.0,-30.0,-30.0,19.0
2020-03-29,Texas,Midland County,-41.0,-19.0,-45.0,-24.0,-25.0,12.0
2020-03-29,Texas,Milam County,-35.0,-20.0,,,-27.0,
2020-03-29,Texas,Mitchell County,-35.0,-14.0,-70.0,,-26.0,
2020-03-29,Texas,Montague County,-21.0,-18.0,,,-30.0,
2020-03-29,Texas,Montgomery County,-47.0,-24.0,0.0,-26.0,-38.0,13.0
2020-03-29,Texas,Moore County,-27.0,-12.0,,-7.0,-15.0,-1.0
2020-03-29,Texas,Morris County,-15.0,-9.0,,,-30.0,
